CAT|CATEGORIA|DIV|DIVISION|GRP|GRUPO|CLA|CLASE|SCL|SUBCLASE|SECTOR
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|151|PRODUCCION, PROCESAMIENTO Y CONSERVACION DE CARNE, PESCADO, FRUTAS, LEGUMBRES, HORTALIZAS, ACEITES Y GRASAS|1513|PREPARACION, ELABORACION Y CONSERVACION DE FRUTAS, LEGUMBRES Y HORTALIZAS|15134|ELABORACION Y PREPARACION DE FRUTAS, HORTALIZAS Y LEGUMBRES DESHIDRATADAS O DESECADAS|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|151|PRODUCCION, PROCESAMIENTO Y CONSERVACION DE CARNE, PESCADO, FRUTAS, LEGUMBRES, HORTALIZAS, ACEITES Y GRASAS|1514|ELABORACION DE ACEITES Y GRASAS DE ORIGEN VEGETAL|15141|ELABORACION DE ACEITES Y GRASAS VEGETALES SIN REFINAR Y SUBPRODUCTOS|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|151|PRODUCCION, PROCESAMIENTO Y CONSERVACION DE CARNE, PESCADO, FRUTAS, LEGUMBRES, HORTALIZAS, ACEITES Y GRASAS|1514|ELABORACION DE ACEITES Y GRASAS DE ORIGEN VEGETAL|15142|ELABORACION DE ACEITES Y GRASAS VEGETALES REFINADAS Y SUBPRODUCTOS|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|151|PRODUCCION, PROCESAMIENTO Y CONSERVACION DE CARNE, PESCADO, FRUTAS, LEGUMBRES, HORTALIZAS, ACEITES Y GRASAS|1514|ELABORACION DE ACEITES Y GRASAS DE ORIGEN VEGETAL|15143|PREPARACION DE TORTAS Y PRODUCCION DE HARINAS Y PRODUCTOS RESIDUALES DE LA PRODUCCION DE ACEITE|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|152|ELABORACION DE PRODUCTOS LACTEOS|1520|ELABORACION DE PRODUCTOS LACTEOS|15201|ELABORACION DE LECHES Y PRODUCTOS LACTEOS|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|152|ELABORACION DE PRODUCTOS LACTEOS|1520|ELABORACION DE PRODUCTOS LACTEOS|15202|ELABORACION DE HELADOS|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|152|ELABORACION DE PRODUCTOS LACTEOS|1520|ELABORACION DE PRODUCTOS LACTEOS|15203|ELABORACION DE QUESOS|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|153|ELABORACION DE PRODUCTOS DE MOLINERIA, ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDON Y DE ALIMENTOS PREPARADOS PARA ANIMALES|1531|ELABORACION DE PRODUCTOS DE MOLINERIA|15311|PREPARACION Y MOLIENDA DE TRIGO|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|153|ELABORACION DE PRODUCTOS DE MOLINERIA, ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDON Y DE ALIMENTOS PREPARADOS PARA ANIMALES|1531|ELABORACION DE PRODUCTOS DE MOLINERIA|15312|PREPARACION DE ARROZ|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|153|ELABORACION DE PRODUCTOS DE MOLINERIA, ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDON Y DE ALIMENTOS PREPARADOS PARA ANIMALES|1531|ELABORACION DE PRODUCTOS DE MOLINERIA|15313|PREPARACION Y MOLIENDA DE OTROS CEREALES|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|153|ELABORACION DE PRODUCTOS DE MOLINERIA, ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDON Y DE ALIMENTOS PREPARADOS PARA ANIMALES|1531|ELABORACION DE PRODUCTOS DE MOLINERIA|15314|ELABORACION DE ALIMENTOS MEDIANTE  EL TOSTADO O INSUFLACION DE GRANOS DE CEREALES|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|153|ELABORACION DE PRODUCTOS DE MOLINERIA, ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDON Y DE ALIMENTOS PREPARADOS PARA ANIMALES|1532|ELABORACION DE ALIMENTOS Y PRODUCTOS DERIVADOS DEL ALMIDON|15320|ELABORACION DE ALIMENTOS Y PRODUCTOS DERIVADOS DEL ALMIDON|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|153|ELABORACION DE PRODUCTOS DE MOLINERIA, ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDON Y DE ALIMENTOS PREPARADOS PARA ANIMALES|1533|ELABORACION DE ALIMENTOS PREPARADOS PARA ANIMALES|15330|ELABORACION DE ALIMENTOS PREPARADOS PARA ANIMALES|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|154|ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS|1541|ELABORACION DE PRODUCTOS DE PANADERIA|15411|ELABORACION DE PAN|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|154|ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS|1541|ELABORACION DE PRODUCTOS DE PANADERIA|15412|ELABORACION DE GALLETAS|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|154|ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS|1541|ELABORACION DE PRODUCTOS DE PANADERIA|15419|ELABORACION DE OTROS PRODUCTOS DE PANADERIA Y PASTELERIA NCP|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|154|ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS|1542|ELABORACION DE AZUCAR|15420|ELABORACION DE AZUCAR|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|154|ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS|1543|ELABORACION DE CACAO Y CHOCOLATE Y PRODUCTOS DE CONFITERIA|15431|ELABORACION DE CACAO Y PRODUCTOS DE CACAO|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|154|ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS|1543|ELABORACION DE CACAO Y CHOCOLATE Y PRODUCTOS DE CONFITERIA|15432|ELABORACION DE CHOCOLATES Y PRODUCTOS DE CHOCOLATE|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|154|ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS|1543|ELABORACION DE CACAO Y CHOCOLATE Y PRODUCTOS DE CONFITERIA|15433|ELABORACION DE PRODUCTOS DE CONFITERIA|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|154|ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS|1544|ELABORACION DE FIDEOS Y PASTAS ALIMENTICIAS|15441|ELABORACION DE PASTAS ALIMENTICIAS SECAS|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|154|ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS|1544|ELABORACION DE FIDEOS Y PASTAS ALIMENTICIAS|15442|ELABORACION DE PASTAS RELLENAS, COCIDAS O SIN COCER Y OTROS PRODUCTOS SIMILARES|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|154|ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS|1549|ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS NCP|15491|TOSTADO, TORRADO Y MOLIENDA DE CAFE|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|154|ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS|1549|ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS NCP|15492|ELABORACION DE TE, HIERBAS AROMATICAS Y ESPECIAS|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|154|ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS|1549|ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS NCP|15499|ELABORACION DE PRODUCTOS ALIMENTICIOS NCP|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|155|ELABORACION DE BEBIDAS|1551|DESTILACION, RECTIFICACION Y MEZCLA DE BEBIDAS ALCOHOLICAS; PRODUCCION DE ALCOHOL ETILICO|15511|DESTILACION DE ALCOHOL ETILICO|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|155|ELABORACION DE BEBIDAS|1551|DESTILACION, RECTIFICACION Y MEZCLA DE BEBIDAS ALCOHOLICAS; PRODUCCION DE ALCOHOL ETILICO|15512|DESTILACION, RECTIFICACION Y MEZCLAS DE BEBIDAS ESPIRITUOSAS|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|155|ELABORACION DE BEBIDAS|1552|ELABORACION DE VINOS|15521|ELABORACION DE VINOS, BEBIDAS FERMENTADAS PERO NO DESTILADAS|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|155|ELABORACION DE BEBIDAS|1553|ELABORACION DE BEBIDAS MALTEADAS Y DE MALTA|15530|ELABORACION DE BEBIDAS MALTEADAS Y DE MALTA|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|155|ELABORACION DE BEBIDAS|1554|ELABORACION DE BEBIDAS NO ALCOHOLICAS; PRODUCCION DE AGUA MINERALES|15541|ELABORACION DE BEBIDAS GASEOSAS|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|155|ELABORACION DE BEBIDAS|1554|ELABORACION DE BEBIDAS NO ALCOHOLICAS; PRODUCCION DE AGUA MINERALES|15542|ELABORACION DE AGUAS MINERALES|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|155|ELABORACION DE BEBIDAS|1554|ELABORACION DE BEBIDAS NO ALCOHOLICAS; PRODUCCION DE AGUA MINERALES|15543|ELABORACION DE HIELO Y OTRAS BEBIDAS NO ALCOHOLICAS|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|16|ELABORACION DE PRODUCTOS DE TABACO|160|ELABORACION DE PRODUCTOS DE TABACO|1600|ELABORACION DE PRODUCTOS DE TABACO|16000|ELABORACION DE PRODUCTOS DE TABACO|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|17|FABRICACION DE PRODUCTOS TEXTILES|171|FABRICACION DE HILADOS, TEJIDOS Y ACABADO DE PRODUCTOS TEXTILES|1711|PREPARACION E HILADO DE FIBRAS TEXTILES, TEJIDO DE PRODUCTOS TEXTILES|17111|PREPARACION, CARDADO Y PEINADO DE FIBRAS TEXTILES|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|17|FABRICACION DE PRODUCTOS TEXTILES|171|FABRICACION DE HILADOS, TEJIDOS Y ACABADO DE PRODUCTOS TEXTILES|1711|PREPARACION E HILADO DE FIBRAS TEXTILES, TEJIDO DE PRODUCTOS TEXTILES|17112|FABRICACION DE HILADOS E HILOS PARA TEJIDO Y COSTURA|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|17|FABRICACION DE PRODUCTOS TEXTILES|171|FABRICACION DE HILADOS, TEJIDOS Y ACABADO DE PRODUCTOS TEXTILES|1711|PREPARACION E HILADO DE FIBRAS TEXTILES, TEJIDO DE PRODUCTOS TEXTILES|17113|FABRICACION DE TEJIDOS DE FIBRAS TEXTILES INCLUSO SUS MEZCLAS|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|17|FABRICACION DE PRODUCTOS TEXTILES|171|FABRICACION DE HILADOS, TEJIDOS Y ACABADO DE PRODUCTOS TEXTILES|1712|ACABADO DE PRODUCTOS TEXTILES|17120|ACABADO DE PRODUCTOS TEXTILES|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|17|FABRICACION DE PRODUCTOS TEXTILES|172|FABRICACION DE PRODUCTOS TEXTILES|1721|FABRICACION DE ARTICULOS CONFECCIONADOS DE MATERIALES TEXTILES, EXCEPTO PRENDAS DE VESTIR|17210|FABRICACION DE ARTICULOS CONFECCIONADOS DE MATERIALES TEXTILES, EXCEPTO PRENDAS DE VESTIR|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|17|FABRICACION DE PRODUCTOS TEXTILES|172|FABRICACION DE PRODUCTOS TEXTILES|1722|FABRICACION DE TAPICES Y ALFOMBRAS|17220|FABRICACION DE TAPICES Y ALFOMBRAS|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|17|FABRICACION DE PRODUCTOS TEXTILES|172|FABRICACION DE PRODUCTOS TEXTILES|1729|FABRICACION DE OTROS PRODUCTOS TEXTILES NCP|17290|FABRICACION DE OTROS PRODUCTOS TEXTILES NCP|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|17|FABRICACION DE PRODUCTOS TEXTILES|173|FABRICACION DE TEJIDOS Y ARTICULOS DE PUNTO Y GANCHILLO|1730|FABRICACION DE TEJIDOS  Y ARTICULOS DE PUNTO Y GANCHILLO|17301|FABRICACION DE MEDIAS|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|17|FABRICACION DE PRODUCTOS TEXTILES|173|FABRICACION DE TEJIDOS Y ARTICULOS DE PUNTO Y GANCHILLO|1730|FABRICACION DE TEJIDOS  Y ARTICULOS DE PUNTO Y GANCHILLO|17302|FABRICACION DE CHOMPAS Y ARTICULOS SIMILARES DE PUNTO|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|17|FABRICACION DE PRODUCTOS TEXTILES|173|FABRICACION DE TEJIDOS Y ARTICULOS DE PUNTO Y GANCHILLO|1730|FABRICACION DE TEJIDOS  Y ARTICULOS DE PUNTO Y GANCHILLO|17309|FABRICACION DE TEJIDOS Y ARTICULOS DE PUNTO NCP|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|17|FABRICACION DE PRODUCTOS TEXTILES|172|FABRICACION DE PRODUCTOS TEXTILES|1723|FABRICACION DE CUERDAS, CORDELES, BRAMANTES Y REDES|17230|FABRICACION DE CUERDAS CORDELES BRAMANTES Y REDES|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|18|FABRICACION DE PRENDAS DE VESTIR, ADOBO Y TE—IDO DE PIELES|181|FABRICACION DE PRENDAS DE VESTIR CONFECCIONADAS, PARA HOMBRES, MUJERES Y NIÒOS EXCEPTO PRENDAS DE PIEL|1810|FABRICACION DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL|18101|FABRICACION DE PRENDAS DE VESTIR CONFECCIONADAS, PARA HOMBRES, MUJERES Y NIÒOS|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|18|FABRICACION DE PRENDAS DE VESTIR, ADOBO Y TE—IDO DE PIELES|181|FABRICACION DE PRENDAS DE VESTIR CONFECCIONADAS, PARA HOMBRES, MUJERES Y NIÒOS EXCEPTO PRENDAS DE PIEL|1810|FABRICACION DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL|18102|FABRICACION DE ROPA DE TRABAJO, UNIFORMES Y GUARDAPOLVOS|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|18|FABRICACION DE PRENDAS DE VESTIR, ADOBO Y TE—IDO DE PIELES|181|FABRICACION DE PRENDAS DE VESTIR CONFECCIONADAS, PARA HOMBRES, MUJERES Y NIÒOS EXCEPTO PRENDAS DE PIEL|1810|FABRICACION DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL|18103|FABRICACION DE ROPA DEPORTIVA|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|18|FABRICACION DE PRENDAS DE VESTIR, ADOBO Y TE—IDO DE PIELES|181|FABRICACION DE PRENDAS DE VESTIR CONFECCIONADAS, PARA HOMBRES, MUJERES Y NIÒOS EXCEPTO PRENDAS DE PIEL|1810|FABRICACION DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL|18109|FABRICACION DE PRENDAS DE VESTIR DE CUERO Y OTRAS PRENDAS NCP|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|18|FABRICACION DE PRENDAS DE VESTIR, ADOBO Y TE—IDO DE PIELES|182|ADOBO Y TEÒIDO DE PIELES; FABRICACION DE ARTICULOS DE PIEL|1820|ADOBO Y TEÒIDO DE PIELES; FABRICACION DE ARTICULOS DE PIEL|18200|ADOBO Y TEÒIDO DE PIELES; FABRICACION DE ARTICULOS DE PIEL|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|19|CURTIDO DE CUEROS; FABRICACION DE ARTICULOS DE MARROQUINERIA, TALABARTERIA Y CALZADO|191|CURTIDO DE CUEROS; FABRICACION DE ARTICULOS DE MARROQUINERIA, TALABARTERIA|1911|CURTIDO DE CUEROS|19110|CURTIDO DE CUEROS|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|19|CURTIDO DE CUEROS; FABRICACION DE ARTICULOS DE MARROQUINERIA, TALABARTERIA Y CALZADO|191|CURTIDO DE CUEROS; FABRICACION DE ARTICULOS DE MARROQUINERIA, TALABARTERIA|1912|FABRICACION DE ARTICULOS DE MARROQUINERIA, TALABARTERIA|19120|FABRICACION DE ARTICULOS DE MARROQUINERIA, TALABARTERIA|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|19|CURTIDO DE CUEROS; FABRICACION DE ARTICULOS DE MARROQUINERIA, TALABARTERIA Y CALZADO|192|FABRICACION DE CALZADO|1920|FABRICACION DE CALZADO|19201|FABRICACION DE CALZADO DE CUERO, EXCEPTO ORTOPEDICO Y DE ASBESTO|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|19|CURTIDO DE CUEROS; FABRICACION DE ARTICULOS DE MARROQUINERIA, TALABARTERIA Y CALZADO|192|FABRICACION DE CALZADO|1920|FABRICACION DE CALZADO|19202|FABRICACION DE CALZADO DE TELA, PLASTICO, GOMA, CAUCHO Y OTROS MATERIALES, EXCEPTO CALZADO ORTOPEDICO Y DE ASBESTO|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|19|CURTIDO DE CUEROS; FABRICACION DE ARTICULOS DE MARROQUINERIA, TALABARTERIA Y CALZADO|192|FABRICACION DE CALZADO|1920|FABRICACION DE CALZADO|19203|FABRICACION DE PARTES DE CALZADO|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|20|PRODUCCION DE MADERA Y FABRICACION DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES, FABRICACION DE ARTICULOS DE PAJA Y DE MATERIALES TRENZABLES|201|ASERRADO Y CEPILLADO DE MADERA|2010|ASERRADO Y CEPILLADO DE MADERA|20100|ASERRADO Y CEPILLADO DE MADERA|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|20|PRODUCCION DE MADERA Y FABRICACION DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES, FABRICACION DE ARTICULOS DE PAJA Y DE MATERIALES TRENZABLES|202|FABRICACION DE PRODUCTOS DE MADERA, CORCHO, PAJA Y MATERIALES TRENZABLES|2021|FABRICACION DE HOJAS DE MADERA PARA ENCHAPADO; DE TABLEROS CONTRACHAPADOS, TABLEROS LAMINADOS, TABLEROS DE PARTICULAS Y OTROS TABLEROS Y PANELES|20210|FABRICACION DE HOJAS DE MADERA PARA ENCHAPADO; DE TABLEROS CONTRACHAPADOS, TABLEROS LAMINADOS, TABLEROS DE PARTICULAS Y|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|20|PRODUCCION DE MADERA Y FABRICACION DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES, FABRICACION DE ARTICULOS DE PAJA Y DE MATERIALES TRENZABLES|202|FABRICACION DE PRODUCTOS DE MADERA, CORCHO, PAJA Y MATERIALES TRENZABLES|2022|FABRICACION DE PARTES Y PIEZAS DE CARPINTERIA PARA EDIFICIOS Y CONSTRUCCIONES|20220|FABRICACION DE PARTES Y PIEZAS DE CARPINTERIA PARA EDIFICIOS Y CONSTRUCCIONES|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|20|PRODUCCION DE MADERA Y FABRICACION DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES, FABRICACION DE ARTICULOS DE PAJA Y DE MATERIALES TRENZABLES|202|FABRICACION DE PRODUCTOS DE MADERA, CORCHO, PAJA Y MATERIALES TRENZABLES|2023|FABRICACION DE RECIPIENTES DE MADERA|20230|FABRICACION DE RECIPIENTES DE MADERA|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|20|PRODUCCION DE MADERA Y FABRICACION DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES, FABRICACION DE ARTICULOS DE PAJA Y DE MATERIALES TRENZABLES|202|FABRICACION DE PRODUCTOS DE MADERA, CORCHO, PAJA Y MATERIALES TRENZABLES|2029|FABRICACION DE OTROS PRODUCTOS DE MADERA; DE ARTICULOS DE CORCHO, PAJA Y MATERIALES TRENZABLES NCP|20290|FABRICACION DE OTROS PRODUCTOS DE MADERA; DE ARTICULOS DE CORCHO, PAJA Y MATERIALES TRENZABLES NCP|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|21|FABRICACION DE PAPEL Y DE PRODUCTOS DE PAPEL|210|FABRICACION DE PAPEL Y DE PRODUCTOS DE PAPEL|2101|FABRICACION DE PASTA DE MADERA, PAPEL Y CARTON|21010|FABRICACION DE PASTA DE MADERA, PAPEL Y CARTON|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|21|FABRICACION DE PAPEL Y DE PRODUCTOS DE PAPEL|210|FABRICACION DE PAPEL Y DE PRODUCTOS DE PAPEL|2102|FABRICACION DE PAPEL Y CARTON ONDULADO Y DE ENVASES DE PAPEL Y CARTON|21020|FABRICACION DE PAPEL Y CARTON ONDULADO Y DE ENVASES DE PAPEL Y CARTON|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|21|FABRICACION DE PAPEL Y DE PRODUCTOS DE PAPEL|210|FABRICACION DE PAPEL Y DE PRODUCTOS DE PAPEL|2109|FABRICACION DE OTROS ARTICULOS DE PAPEL Y CARTON|21091|FABRICACION DE ARTICULOS DE PAPEL DE USO DOMESTICO E HIGIENICO|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|21|FABRICACION DE PAPEL Y DE PRODUCTOS DE PAPEL|210|FABRICACION DE PAPEL Y DE PRODUCTOS DE PAPEL|2109|FABRICACION DE OTROS ARTICULOS DE PAPEL Y CARTON|21099|FABRICACION  DE OTROS ARTICULOS DE PAPEL Y CARTON NCP|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|22|ACTIVIDADES DE EDICION E IMPRESION Y DE REPRODUCCION DE GRABACIONES|221|ACTIVIDADES DE EDICION|2211|EDICION DE LIBROS, FOLLETOS, PARTITURAS Y OTRAS PUBLICACIONES|22110|EDICION DE LIBROS, FOLLETOS, PARTITURAS Y OTRAS PUBLICACIONES|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|22|ACTIVIDADES DE EDICION E IMPRESION Y DE REPRODUCCION DE GRABACIONES|221|ACTIVIDADES DE EDICION|2212|EDICION DE PERIODICOS, REVISTAS Y PUBLICACIONES PERIODICAS|22120|EDICION DE PERIODICOS, REVISTAS Y PUBLICACIONES PERIODICAS|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|22|ACTIVIDADES DE EDICION E IMPRESION Y DE REPRODUCCION DE GRABACIONES|221|ACTIVIDADES DE EDICION|2213|EDICION DE GRABACIONES|22130|EDICION DE GRABACIONES|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|22|ACTIVIDADES DE EDICION E IMPRESION Y DE REPRODUCCION DE GRABACIONES|221|ACTIVIDADES DE EDICION|2219|OTRAS ACTIVIDADES DE EDICION|22190|OTRAS ACTIVIDADES DE EDICION|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|22|ACTIVIDADES DE EDICION E IMPRESION Y DE REPRODUCCION DE GRABACIONES|222|ACTIVIDADES DE IMPRESION|2221|ACTIVIDADES DE IMPRESION|22210|ACTIVIDADES DE IMPRESION|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|22|ACTIVIDADES DE EDICION E IMPRESION Y DE REPRODUCCION DE GRABACIONES|222|ACTIVIDADES DE IMPRESION|2222|ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA IMPRESION|22220|ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA IMPRESION|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|22|ACTIVIDADES DE EDICION E IMPRESION Y DE REPRODUCCION DE GRABACIONES|223|REPRODUCCION DE GRABACIONES|2230|REPRODUCCION DE GRABACIONES|22300|REPRODUCCION DE GRABACIONES|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|23|FABRICACION DE COQUE, PRODUCTOS DE LA REFINACION DEL PETROLEO Y COMBUSTIBLE NUCLEAR|231|FABRICACION DE PRODUCTOS DE HORNOS DE COQUE|2310|FABRICACION DE PRODUCTOS DE HORNOS DE COQUE|23100|FABRICACION DE PRODUCTOS DE HORNOS DE COQUE|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|23|FABRICACION DE COQUE, PRODUCTOS DE LA REFINACION DEL PETROLEO Y COMBUSTIBLE NUCLEAR|232|FABRICACION DE PRODUCTOS DE LA REFINACION DEL PETROLEO|2320|FABRICACION DE PRODUCTOS DE LA REFINACION DEL PETROLEO|23200|FABRICACION DE PRODUCTOS DE LA REFINACION DEL PETROLEO|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|23|FABRICACION DE COQUE, PRODUCTOS DE LA REFINACION DEL PETROLEO Y COMBUSTIBLE NUCLEAR|233|ELABORACION DE COMBUSTIBLE NUCLEAR|2330|ELABORACION DE COMBUSTIBLE NUCLEAR|23300|ELABORACION DE COMBUSTIBLE NUCLEAR|PRODUCTIVO
